Epoch time,Latitude,Longitude,Radiation (cps)
1683138359.5048325,37.871701,-122.252321,31.8
1683138365.0028744,37.871701,-122.252321,35.6
1683138370.5088737,37.871701,-122.252321,37.8
1683138376.0300815,37.871701,-122.252321,32.2
1683138381.4920197,37.871701,-122.252321,30.6
1683138387.017331,37.871701,-122.252321,31.0
1683138392.4983878,37.871701,-122.252321,33.0
1683138398.034537,37.871701,-122.252321,33.6
1683138403.5317585,37.871701,-122.252321,31.4
1683138409.1149118,37.871701,-122.252321,30.8
1683138414.619742,37.871701,-122.252321,37.6
1683138420.1990204,37.8717,-122.25232,37.8
1683138425.8027065,37.8717,-122.25232,36.4
1683138431.4161036,37.871698,-122.252321,33.4
1683138436.9518352,37.871696,-122.252321,33.6
1683138442.503327,37.871696,-122.252321,35.8
1683138448.1262083,37.871696,-122.252321,32.4
1683138453.669948,37.871696,-122.252321,36.0
1683138459.2395976,37.871696,-122.252321,36.8
1683138464.830747,37.871696,-122.252321,27.6
1683138470.470023,37.871696,-122.252321,31.6
1683138476.0446439,37.871696,-122.252321,39.6
1683138481.5758655,37.871696,-122.252321,28.8
1683138487.1483054,37.871696,-122.25232,35.0
1683138492.7907524,37.871696,-122.25232,34.0
1683138498.3753555,37.871696,-122.25232,31.0
1683138503.9624772,37.871696,-122.25232,30.2
1683138509.502348,37.871698,-122.25232,29.8
1683138515.0886593,37.871701,-122.25232,39.8
1683138520.6753953,37.871706,-122.25232,31.8
1683138526.289407,37.87171,-122.252321,31.0
1683138531.8756077,37.871711,-122.252321,29.4
1683138537.489335,37.871711,-122.252318,29.8
1683138543.149979,37.871713,-122.252316,34.8
1683138548.7361357,37.871716,-122.252316,33.2
1683138554.3697932,37.871719,-122.252313,35.4
1683138559.988089,37.871723,-122.252311,35.8
1683138565.5710213,37.871723,-122.252308,32.2
1683138571.2164447,37.871725,-122.252305,31.8
1683138576.8013122,37.871725,-122.252303,29.6
1683138582.4300134,37.871723,-122.252301,31.4
1683138588.1145515,37.871716,-122.2523,31.0
1683138593.7209735,37.871716,-122.252296,32.8
1683138599.4006588,37.871716,-122.252298,34.8
1683138605.0694904,37.871716,-122.252298,32.4
1683138610.691065,37.871716,-122.252298,35.2
1683138616.3409212,37.871716,-122.252298,30.6
1683138622.0283718,37.871716,-122.252296,34.6
1683138627.6585946,37.871716,-122.252296,32.4
1683138633.3796635,37.871716,-122.252296,27.8
1683138639.046853,37.871716,-122.252296,36.2
1683138644.785266,37.871716,-122.252298,32.2
1683138650.4841294,37.871716,-122.252298,30.2
1683138656.1858292,37.871716,-122.252298,34.6
1683138661.863422,37.871715,-122.252298,32.8
1683138667.5211315,37.871715,-122.252298,33.4
1683138673.2665265,37.871715,-122.252298,32.6
1683138678.9454274,37.871715,-122.252298,31.8
1683138684.5884411,37.871715,-122.252298,33.2
1683138690.3277037,37.871715,-122.252298,33.4
1683138696.0392754,37.871715,-122.252298,39.0
1683138701.727343,37.871715,-122.252298,26.2
1683138707.4477515,37.871715,-122.252296,31.8
1683138713.201308,37.871715,-122.252296,33.2
1683138718.9053693,37.871715,-122.252296,31.8
1683138724.610632,37.871715,-122.252296,33.4
1683138730.323592,37.871715,-122.252296,33.6
1683138736.0349903,37.871715,-122.252296,37.8
1683138741.7812967,37.871715,-122.252296,31.2
1683138747.4961872,37.871715,-122.252296,34.8
1683138753.2438228,37.871715,-122.252296,40.4
1683138759.013868,37.871715,-122.252296,33.4
1683138764.7287824,37.871715,-122.252296,34.4
1683138770.4795187,37.871715,-122.252296,30.2
1683138776.2617266,37.871715,-122.252296,34.6
1683138782.01973,37.871715,-122.252298,33.2
1683138787.7073002,37.871715,-122.252298,34.6
1683138793.4365096,37.871715,-122.252298,37.4
1683138799.2728345,37.871715,-122.252298,34.6
1683138805.0152879,37.871715,-122.252298,33.6
1683138810.7222896,37.871715,-122.252298,30.8
1683138816.6715972,37.871715,-122.252298,31.4
1683138822.4848077,37.871713,-122.252296,34.2
1683138828.3448668,37.871711,-122.252295,29.8
1683138834.3902771,37.871708,-122.252295,37.2
1683138840.3154945,37.871708,-122.252295,28.2
1683138846.1389942,37.871708,-122.252296,34.0
1683138851.9306839,37.871708,-122.252296,32.0
1683138857.7005665,37.871708,-122.252296,33.6
1683138863.5775092,37.871708,-122.252296,27.0
1683138869.5080264,37.871708,-122.252296,32.8
1683138875.3064485,37.871708,-122.252296,29.6
1683138881.1400075,37.871706,-122.252296,31.2
1683138886.9433858,37.871703,-122.252295,31.8
1683138892.7617145,37.871703,-122.252293,38.0
1683138898.5928943,37.871703,-122.25229,34.2
1683138904.4677095,37.871701,-122.252286,36.0
1683138910.314633,37.871701,-122.252286,36.6
1683138916.169094,37.871701,-122.252286,29.4
1683138921.997823,37.871701,-122.252286,35.4
1683138927.8211167,37.871701,-122.252286,33.4
1683138933.6518984,37.871701,-122.252286,33.8
1683138939.5461934,37.871701,-122.252286,35.6
1683138945.4128659,37.871701,-122.252286,33.4
1683138951.3225136,37.871701,-122.252286,32.8
1683138957.269186,37.871701,-122.252286,31.0
1683138963.1619804,37.871701,-122.252286,29.2
1683138969.0590668,37.871701,-122.252286,39.2
1683138975.0570967,37.871701,-122.252286,36.2
1683138980.9656515,37.871701,-122.252286,38.6
1683138986.916335,37.871701,-122.252286,31.0
1683138992.7870257,37.871701,-122.252286,33.4
1683138998.67507,37.871701,-122.252286,34.2
1683139004.6176505,37.871701,-122.252286,31.8
1683139010.5032978,37.871701,-122.252286,30.8
1683139016.4212747,37.871701,-122.252286,30.4
1683139022.318137,37.871701,-122.252286,30.4
1683139028.2523456,37.871701,-122.252286,30.0
1683139034.1529806,37.871701,-122.252286,32.4
1683139040.112961,37.871701,-122.252284,36.6
1683139045.9685128,37.871701,-122.252284,30.8
