Epoch time,Latitude,Longitude,Radiation (cps)
1682552037.2945871,37.873108,-122.259483,47.6
1682552042.6667325,37.8731,-122.259483,46.2
1682552048.0498023,37.873089,-122.25948,48.0
1682552053.3710947,37.873081,-122.25948,50.0
1682552058.6880772,37.873078,-122.25948,47.6
1682552064.0094216,37.873081,-122.259481,47.4
1682552069.3485026,37.873083,-122.25948,40.8
1682552074.662075,37.87308,-122.259478,41.8
1682552080.0178416,37.873073,-122.25947,45.0
1682552085.361378,37.873066,-122.259468,47.2
1682552090.6722999,37.873061,-122.259463,48.4
1682552096.0275211,37.873058,-122.259463,40.8
1682552101.3623114,37.873058,-122.259466,42.4
1682552106.692397,37.873063,-122.259466,47.6
1682552112.0708103,37.873066,-122.259465,48.8
1682552117.4404535,37.873068,-122.259466,44.2
1682552122.796715,37.87307,-122.259468,46.0
1682552128.1677315,37.873073,-122.259471,46.8
1682552133.5266893,37.873073,-122.259473,44.2
1682552138.9141726,37.873075,-122.25947,43.2
1682552144.275618,37.873076,-122.259468,43.2
1682552149.7405872,37.873075,-122.259468,47.0
1682552155.261581,37.873075,-122.259468,46.0
1682552160.7011032,37.873075,-122.259468,42.8
1682552166.168863,37.873075,-122.259468,45.8
1682552171.601214,37.873075,-122.259468,45.0
1682552177.0554738,37.873075,-122.259468,47.8
1682552182.438593,37.873075,-122.259468,43.8
1682552187.921157,37.873075,-122.259468,52.4
1682552193.3198047,37.873075,-122.259468,46.4
1682552198.7294931,37.873075,-122.259468,50.2
1682552204.1582642,37.873075,-122.259468,49.4
1682552209.557998,37.873075,-122.259468,42.6
1682552214.9718025,37.873073,-122.259463,45.6
1682552220.4317703,37.873073,-122.259463,43.8
1682552225.8567607,37.873073,-122.259463,43.6
1682552231.3218498,37.873073,-122.259463,44.4
1682552236.7345774,37.873073,-122.259463,44.0
1682552242.2089603,37.873073,-122.259463,43.4
1682552247.6248257,37.873073,-122.259463,47.8
1682552253.1062407,37.873073,-122.259463,47.4
