Epoch time,Latitude,Longitude,Radiation (cps)
1682552258.538166,37.873073,-122.259463,47.0
1682552264.0038614,37.873073,-122.259463,48.2
1682552269.472733,37.873073,-122.259463,51.6
1682552274.9520273,37.873071,-122.259466,49.6
1682552280.4224882,37.873071,-122.259468,45.0
1682552285.891725,37.873071,-122.25947,45.2
1682552291.3982325,37.873073,-122.259471,43.4
1682552296.859963,37.873076,-122.259471,44.8
1682552302.347924,37.873078,-122.259471,48.2
1682552307.8382275,37.873076,-122.259473,47.2
1682552313.4478211,37.87308,-122.259476,39.2
1682552318.9316893,37.87308,-122.259476,42.8
1682552324.4267395,37.873083,-122.259478,46.0
1682552329.9140255,37.873085,-122.259478,49.6
1682552335.4129217,37.873086,-122.259476,42.8
1682552340.9100583,37.873085,-122.259473,46.6
1682552346.4186082,37.873083,-122.25947,43.8
1682552351.9161391,37.873085,-122.259466,40.2
1682552357.4227831,37.873081,-122.259463,46.6
1682552362.9241426,37.873081,-122.259461,47.4
1682552368.472911,37.873081,-122.259461,45.2
1682552374.0088077,37.873081,-122.259461,42.0
1682552379.59021,37.873081,-122.259461,44.2
1682552385.1409125,37.873083,-122.259461,49.4
1682552390.6447382,37.873081,-122.259461,47.4
1682552396.2309806,37.873083,-122.259461,48.2
1682552401.7696304,37.873083,-122.259461,43.8
1682552407.3575985,37.873083,-122.259461,44.2
1682552412.906176,37.873083,-122.259461,45.8
1682552418.5128767,37.873083,-122.259463,46.8
1682552424.108795,37.873085,-122.259468,43.8
1682552429.6253016,37.873085,-122.259468,42.8
1682552435.202195,37.873085,-122.259465,47.0
1682552440.7654665,37.873083,-122.259465,46.4
1682552446.3863056,37.873081,-122.259461,41.2
1682552451.9448462,37.87308,-122.259456,46.2
1682552457.4972482,37.87308,-122.259456,53.2
1682552463.0808506,37.87308,-122.259456,50.2
1682552468.675846,37.87308,-122.259456,45.4
1682552474.3037002,37.87308,-122.259456,46.4
1682552479.864087,37.87308,-122.259456,49.6
1682552485.469224,37.87308,-122.259456,40.0
1682552491.065687,37.87308,-122.259456,45.8
1682552496.695951,37.87308,-122.259456,42.2
1682552502.3411648,37.87308,-122.259456,44.0
1682552507.9245338,37.87308,-122.259456,48.6
1682552513.5283213,37.87308,-122.259456,42.8
1682552519.1944182,37.87308,-122.259456,47.4
1682552524.7846897,37.87308,-122.259456,48.8
1682552530.4090152,37.87308,-122.259456,43.4
1682552536.0276988,37.87308,-122.259456,44.2
1682552541.656321,37.87308,-122.259456,48.8
1682552547.4653363,37.87308,-122.259456,46.2
1682552553.084422,37.87308,-122.259456,41.8
1682552558.7117283,37.87308,-122.259456,44.6
1682552564.401176,37.87308,-122.259456,46.8
1682552570.0651996,37.87308,-122.259456,53.8
1682552575.71897,37.87308,-122.259456,45.6
1682552581.4285946,37.87308,-122.259456,42.4
1682552587.0906322,37.87308,-122.259456,45.6
1682552592.758465,37.87308,-122.259456,49.8
1682552598.447132,37.87308,-122.259456,49.0
1682552604.2945442,37.87308,-122.259456,45.8
1682552609.9213865,37.87308,-122.259456,50.2
1682552615.644097,37.87308,-122.259456,41.6
1682552621.448863,37.87308,-122.259456,44.8
1682552627.1939719,37.87308,-122.259456,46.8
1682552632.847405,37.873078,-122.259456,42.0
1682552638.5660625,37.873078,-122.259456,47.6
1682552644.3547742,37.873078,-122.259456,48.4
1682552650.0351517,37.873078,-122.259456,49.4
1682552655.7235649,37.873078,-122.259456,41.4
1682552661.4632666,37.873078,-122.259456,54.2
1682552667.2521045,37.873078,-122.259456,39.8
1682552672.9766493,37.873078,-122.259456,44.4
1682552678.7335598,37.873078,-122.259456,49.4
1682552684.621655,37.873078,-122.259456,45.0
1682552690.4017155,37.873078,-122.259456,46.4
1682552696.156287,37.873078,-122.259456,47.4
1682552701.9021246,37.873078,-122.259456,42.4
1682552707.713229,37.873078,-122.259456,47.2
1682552713.5130923,37.873078,-122.259456,48.2
1682552719.449075,37.873078,-122.259456,44.2
1682552725.3715928,37.873078,-122.259456,43.4
1682552731.1128917,37.873078,-122.259456,48.8
1682552736.8043754,37.873078,-122.259456,46.2
1682552742.5575922,37.873078,-122.259456,44.4
1682552748.3189425,37.873078,-122.259456,41.4
1682552754.0449672,37.873078,-122.259456,43.6
1682552759.787403,37.873078,-122.259456,51.4
1682552765.7170231,37.873078,-122.259456,43.4
1682552771.4972649,37.873078,-122.259456,42.2
1682552777.2420928,37.873078,-122.259456,45.0
1682552783.0130265,37.873078,-122.259456,44.0
1682552788.778163,37.873078,-122.259456,47.0
1682552794.6106951,37.873078,-122.259456,41.2
1682552800.4632049,37.873078,-122.259456,46.6
1682552806.2821562,37.873078,-122.259456,43.0
1682552812.082029,37.873078,-122.259458,44.2
1682552817.8441105,37.873078,-122.259456,38.0
1682552823.638919,37.873078,-122.259458,46.2
1682552829.437891,37.873078,-122.259458,48.6
1682552835.2904224,37.873078,-122.259456,41.2
1682552841.1433837,37.873078,-122.259456,45.2
1682552847.112046,37.873078,-122.259456,47.4
1682552852.9836478,37.873078,-122.259456,46.8
1682552859.0820067,37.873078,-122.259456,44.2
1682552865.0376182,37.873078,-122.259456,47.2
1682552870.9218805,37.873078,-122.259458,44.0
1682552876.7591825,37.873078,-122.259456,43.0
1682552882.5836637,37.873078,-122.259458,44.6
1682552888.4260008,37.873076,-122.259455,48.6
1682552894.2910664,37.873076,-122.259455,46.0
1682552900.1185472,37.873076,-122.259455,37.6
1682552906.0016139,37.873076,-122.259455,50.4
1682552911.840041,37.873076,-122.259455,44.6
1682552917.6834679,37.873076,-122.259455,47.2
1682552923.5478313,37.873076,-122.259455,46.0
1682552929.4405587,37.873076,-122.259455,43.4
1682552935.3150847,37.873076,-122.259455,47.8
