Time,Counts
1679529092.8322332,2
1679529102.8423984,4
1679529112.8525715,5
1679529122.8627388,4
1679529132.8729043,2
1679529142.8830552,1
1679529152.8932147,4
1679529162.9033704,4
1679529172.913543,3
1679529182.9237053,4
1679529192.933873,7
1679529202.9440475,5
